ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
338,"Methane Recovery Project Praktijkcentrum Sterksel, North Brabant, The Netherlands",Praktijkcentrum Sterksel,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.D.,Registered,Netherlands,"2,180",,2020-04-06,,
346,Wind power project by GFL in Gudhepanchgani,Gujarat Fluorochemicals Limited (GFL),Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"51,618",,2020-04-06,,
323,Panorama Ceramic Fuel Switching Project,Indústria Cerâmica Panorama LTDA.,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"7,398",Latin America,2020-04-06,,
325,Lugouhe Hydropower Station Project,"Sichuan Ebian Lugouhe Hydroelectricity Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"18,928",Asia,2020-04-06,,
326,Jinti Hydropower Station Project,"Sichuan Ebian Jindong Tiji Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval request denied,China,"17,326",Asia,2020-04-06,,
327,Guosheng Hydropower Station Project,"Yanbian Mingyuan Electric Power Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"15,121",Asia,2020-04-06,2015-08-03,2025-08-02
328,Huangjueshu Hydropower Station Project,"Panzhihua Reshuihe Power Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,357",Asia,2020-04-06,2015-12-29,2025-12-28
329,"Nova Dutra, São Silvestre and Vila Nova Fuel Switching Project",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Brazil,"19,599",Latin America,2020-04-07,,
330,"Wutuhe Erji hydro power project in Guizhou Province, China","Wutuhe Hydro Power Development Co.,Ltd of Liupansh",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"24,445",Asia,2020-04-06,2016-03-28,2026-03-27
331,Green Energy to Grid at Dhule Maharashtra,MSPL Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"36,804",Asia,2010-02-24,,
348,"6 MW Biomass based power project, Nellore District, Andhra Pradesh, India.",BOLLINENI CASTINGS AND STEEL LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"27,813",Asia,2010-03-03,2016-04-01,2026-03-31
349,"8.35 MW Wind Power Project at Guddarangavana Halli, District Chitradurga, State Karnataka, India.",MSPL Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,068",Asia,2020-04-06,,
350,Energy efficiency and fuel switch project at Welspun India Limited,Welspun India Limited,Manufacturing industries,,AMS-II.D.,Late to verify,India,"35,131",Asia,2010-03-16,,
351,"Bundled grid-connected wind electricity generation project identified as Bundle E5 in Maharashtra and Tamil Nadu, India",Kaypee Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"23,020",Asia,2020-04-06,,
352,"FUEL SWITCHING AT ATOCONGO CEMENT PLANT AND NATURAL GAS PIPELINE EXTENSION, CEMENTOS LIMA, PERU",CEMENTOS LIMA S.A.,Manufacturing industries,,ACM0003,Late to verify,Peru,"130,000",Latin America,2020-04-06,2022-09-01,2029-08-31
355,Inner Mongolia Baotou Bayin Wind Power Project,"Longyuan (Baotou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"500,678",Asia,2020-04-06,,
357,"7.50 MW Bundled grid-connected wind electricity generation project in Tamil Nadu and Karnataka, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"14,980",Asia,2020-04-06,,
358,"8.92 MW Bundled grid-connected wind electricity generation project in Erode and Coimbatore districts of Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"14,878",Asia,2020-04-06,,
359,"9.20 MW Bundled Grid-Connected wind electricity generation project in Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,345",Asia,2020-04-06,,
360,"5.65 MW Bundled grid-connected wind electricity generation project in Tamil Nadu and Karnataka, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"11,913",Asia,2020-04-06,,
362,"Grid-connected wind electricity generation project identified as Project E6 in Maharashtra, India",KANDHARI BEVERAGES PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"9,439",Asia,2010-03-22,,
363,Caldere Hydro Power Plant Project,Caldere Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"21,000",,2020-04-06,,
364,Bundled 15 MW Wind Power Project in India,Gangadhar Narsingdas Agrawal (HUF),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"33,019",,2020-04-06,,
366,Kaona Power Supply Biomass Cogeneration Project,"Kaona Power Supply Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Thailand,"25,694",,2020-04-06,,
367,Kitroongruang Biogas Energy Project,Thai Biogas Energy Company Ltd,Waste handling and disposal,,ACM0014,Late to verify,Thailand,"17,328",,2020-04-06,,
374,"Capacity enhancement for export of surplus power to  grid at Lakshmipuram, Andhra Pradesh, India",K.C.P SUGAR AND INDUSTRIES CORPORATION LIMITED,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,India,"3,648",Asia,2010-03-30,,
375,"GEPL Biomass energy generation project at Faridabad, Haryana",Gupta Exim Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"52,980",Asia,2020-04-06,,
376,"Positive Climate Care 8.25 MW Bundled Wind Power Project Activity by Savita Oil Technologies Limited in Hassan, Karnataka, India.",Savita Oil Technologies Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,757",Asia,2010-05-04,,
377,"11.60 MW Bundled grid-connected wind electricity generation project at Tirunelveli, Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"29,586",Asia,2020-04-06,,
378,CGN Jilin Daan 49.5MW Wind Power Project,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"116,070",,2020-04-06,,
379,7.85 MW Bundled Wind Power Project in Southern India,Vandana Ispat Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"15,694",,2020-04-06,,
371,Guangdong Lankou 26MW Hydro Power Project,"Shenzhen City Fuyuan Industry (Group) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"69,757",Asia,2020-06-04,,
372,"13.21 MW Bundled grid-connected wind electricity generation project in Coimbatore and Erode districts of Tamil Nadu, India",Indian Wind Power Association,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"30,714",Asia,2020-04-06,,
382,"Sustainable Biomass based thermal energy generation VCS project of Lalan Rubbers (Pvt) Ltd factories in Biyagama & Seethawaka, Sri Lanka",Lalan Rubbers (Pvt) Ltd,Energy distribution,,AMS-I.C.,Late to verify,Sri Lanka,"10,970",Africa,2020-04-06,,
385,Saldanha Small Hydroelectric Project,Hidroluz Centrais Elétricas Ltda,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Brazil,"28,059",,2020-04-06,,
387,Electricity generation by utilization of waste heat from calcined petroleum coke production process,Rain Calcining Limited,Energy industries (renewable/non-renewable sources),,ACM0012,Late to verify,India,"164,677",Asia,2020-04-06,,
388,Fuel Switch to Renewable Biomass for Thermal Use at MAG Commercial Greenhouse Facility,Mid American Growers,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,United States,"9,921",North America,2010-04-14,2020-07-01,2030-06-30
390,Utilization of waste gas heat for power generation,Sterlite Industries (India) Limited,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,India,"30,446",Asia,2010-04-16,,
394,Hebei Chongli Qingsanying 49.3MW Wind Farm Project,"HECI Longyuan Chongli Windpower Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"121,576",Asia,2010-04-19,2022-04-14,2029-04-13
395,Inner Mongolia Sunjiaying 50.25MW Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"138,585",Asia,2020-04-06,2022-02-01,2029-01-31
396,Inner Mongolia Bayannaoer Chuanjingsumu 49.3MW Wind Power Project,"Longyuan (Bayannaoer) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"121,295",Asia,2020-04-06,,
397,0.6 MW Wind Power Generation project of Dodhia Synthetics Limited,Dodhia Synthetics Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,906,Asia,2010-04-23,,
398,Heilongjiang Huanan Hengdaishan West Wind Power Project,"Huanan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"102,754",Asia,2020-04-06,,
399,Heilongjiang Huanan Hengdaishan East Wind Power Project,"Huanan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"58,794",Asia,2020-04-06,,
401,"Wastewater Treatment with Biogas Technology in Tapioca Processing Plant at Roi Et Flour Company Limited, Thailand",Roi Et Flour Company Limited,Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Late to verify,Thailand,"40,276",,2020-04-06,,
402,Landfill-Gas-to-Energy Project at the Jiang Cun Gou Municipal Landfill,Veolia Environmental Services Energy Recovery Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; AMS-I.D.,Late to verify,China,"109,496",Asia,2010-04-28,2019-06-01,2029-05-31
406,"Generation of power from process waste heat at Hi-Tech Carbon, Tamil Nadu",Hi – Tech Carbon,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,India,"87,305",Asia,2020-04-06,,
1358,Erdemir Sub-project # 6:Continuous Annealing Line (CAL) Waste Heat Recovery Boiler (WHRB),Eregli Demir ve Celik Fabrikalari T.A.S.,Manufacturing industries,,AMS-III.Q,Late to verify,Turkey,"2,625",Middle East,2020-04-06,,
1365,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-3,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,India,"3,140",Asia,,2020-03-30,2027-03-29
1369,"Scitus Luzhou Cement Co., Ltd WHR Power Generation Project (9MW)","Scitus Luzhou Cement Co., Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,China,"36,161",Asia,2014-12-08,,
1370,"Guizhou Kai Li Rui An Jian Cai Co., Ltd WHR Power Generation Project (4.5MW)","Guizhou Kai Li Rui An Jian Cai Co., Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Late to verify,China,"20,118",Asia,2014-11-27,,
538,14.1 MW grid connected wind energy project in Tamilnadu by ITC Limited,ITC Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"36,182",Asia,2020-04-06,,
539,Liaoning Kangping Furaoshan Wind Power Project,"Shenyang Longyuan Hero Asia Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"111,719",Asia,2020-04-06,,
540,CGN Inner Mongolia Huitengliang Phase I Wind Farm Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"133,871",Asia,2020-04-06,,
544,Gansu Guazhou Daliangxi Wind Power Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"115,144",Asia,2020-04-06,,
545,Generation of Electricity in Gujarat from Bundled Wind Energy Project Activity – Bundle 6,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"19,785",Asia,2020-04-06,,
546,Jilin Da'an Dagangzi Wind Power Project Phase III,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"87,176",Asia,2020-04-06,,
547,Generation of electricity from Bundled 25 MW wind energy project aggregated by Resurge Energy Private Limited.,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"39,690",Asia,2020-04-06,,
548,Jilin Da'an Dagangzi Wind Power Project Phase II,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"94,250",Asia,2020-04-06,,
549,Biomass based 6 MW grid connected renewable electricity generation at West bengal by Kamarhatty Power Limited,KAMARHATTY POWER LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"33,339",Asia,2010-12-14,,
551,SSL Wind Power Project,Suma Shilp Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"22,675",Asia,2010-12-17,,
552,Banna Liusha River Fifth Level Power Plant Project,"Xishuangbanna Silver Sand Electric Power Co.,Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,China,"39,734",Asia,2010-12-21,2022-01-01,2028-12-31
553,Sebenoba 30 MW Wind Farm,DENIZ Elektrik Uretim Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"60,000",Middle East,2010-11-03,,
554,"AZMAK 24.3 Hydro Power Project, Turkey",OZGUR ELEKTRIK URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,"55,000",Middle East,2010-12-24,2019-12-24,2029-12-23
555,"Emission free electricity generation at Harihar, Karnataka",MSPL Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"11,569",Asia,2010-12-30,,
556,Xilinguole Huitengliang Wind Power Project Guotai Phase I,"Xilinguole Guotai Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"128,227",Asia,2020-04-06,,
542,Electricity generation from bundled wind energy project activity aggregated by Resurge Energy Private Limited - VII,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"31,220",Asia,2020-04-06,2018-05-15,2028-05-14
561,Ecofren Power 8 MW Renewable Sources Biomass Power Project,Ecofren Power & Projects Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"21,488",Asia,2011-01-20,,
563,Biomass based steam generation project by Sterling Agro Industries Ltd.,Sterling Agro Industries Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"9,500",Asia,2020-04-06,,
666,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,Zhangye Longhui Hydropower Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"43,786",Asia,2020-04-06,,
667,Chongqing Longshui 8MW Hydro Power Project,Wuxi Longshui Development Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"27,046",Asia,2011-08-26,,
668,"Tuna Hydropower Plant, Turkey",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"46,521",Middle East,2011-08-27,,
654,7.5MW Biomass based Power Project of Koganti Power Limited in Karnataka India,Koganti Power Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"38,082",Asia,2011-07-26,,
655,"24.8 MW Wind power project by Belgaum Wind Farms Private Ltd. in Gadag, Karnataka",Belgaum Wind Farms Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"51,985",Asia,2020-04-06,,
659,Shenyang Faku Wanghaisi Wind Power Project,"Shenyang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"46,996",Asia,2020-04-06,,
660,Liaoning Faku Wanghaisi East Wind Power Project,"Shenyang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"54,606",Asia,2020-04-06,,
662,5.5 MW Bundled Wind Power Project by WMI Cranes Ltd,WMI Power Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"8,906",Asia,2020-04-06,,
664,Xinjiang Alashankou Phase I Wind Power Project,Guodian Xinjiang Alashankou Wind Power Development,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"120,905",Asia,2020-04-06,,
622,"Bundled Wind Power Project in Tirunelveli, Tamil Nadu",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"34,415",Asia,2011-05-27,2021-12-12,2028-12-11
625,21.05 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"31,434",Asia,2020-04-06,2016-06-01,2026-05-31
